MSH	ensembl_id	lApprovedUS.EU	Phase.Latest	First.Added	Inactive	symbol
Hypertriglyceridemia	ENSG00000163485	FALSE	Phase I Clinical Trial	2001-02-19	TRUE	ADORA1
Hypertriglyceridemia	ENSG00000172572	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	PDE3A
Hypertriglyceridemia	ENSG00000173198	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	CYSLTR1
Hypertriglyceridemia	ENSG00000175445	FALSE	unknown	1996-07-15	TRUE	LPL
Hypertriglyceridemia	ENSG00000182782	TRUE	Approved	2003-04-14	FALSE	HCAR2
Hypertriglyceridemia	ENSG00000184588	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	PDE4B
Hypertriglyceridemia	ENSG00000185000	FALSE	Phase II Clinical Trial	2008-11-24	TRUE	DGAT1
Hypertriglyceridemia	ENSG00000186350	FALSE	unknown	2002-09-02	TRUE	RXRA
Hypertriglyceridemia	ENSG00000186951	TRUE	Approved	2002-09-02	TRUE	PPARA
Hypertriglyceridemia	ENSG00000278540	FALSE	Preclinical	2011-07-23	FALSE	ACACA
Hyperuricemia	ENSG00000011677	FALSE	Phase II Clinical Trial	2004-02-20	TRUE	GABRA3
Hyperuricemia	ENSG00000022355	FALSE	Phase II Clinical Trial	2004-02-20	TRUE	GABRA1
Hyperuricemia	ENSG00000073756	TRUE	Approved	2008-08-19	TRUE	PTGS2
Hyperuricemia	ENSG00000095303	TRUE	Approved	2008-08-19	TRUE	PTGS1
Hyperuricemia	ENSG00000105329	FALSE	Phase II Clinical Trial	2010-04-21	TRUE	TGFB1
Hyperuricemia	ENSG00000109667	FALSE	Preclinical	2015-02-23	FALSE	SLC2A9
Hyperuricemia	ENSG00000111144	FALSE	unknown	2012-01-11	TRUE	LTA4H
Hyperuricemia	ENSG00000115590	FALSE	Pre-registration	1995-08-15	TRUE	IL1R2
Hyperuricemia	ENSG00000115594	FALSE	Pre-registration	1995-08-15	TRUE	IL1R1
Hyperuricemia	ENSG00000125538	FALSE	Phase III Clinical Trial	2003-12-08	TRUE	IL1B
Hyperuricemia	ENSG00000131747	FALSE	Preclinical	1989-10-15	TRUE	TOP2A
Hyperuricemia	ENSG00000132170	FALSE	Phase II Clinical Trial	2000-02-02	FALSE	PPARG
Hyperuricemia	ENSG00000136689	FALSE	Preclinical	2015-07-23	TRUE	IL1RN
Hyperuricemia	ENSG00000137860	FALSE	Preclinical	2015-05-27	TRUE	SLC28A2
Hyperuricemia	ENSG00000151834	FALSE	Phase II Clinical Trial	2004-02-20	TRUE	GABRA2
Hyperuricemia	ENSG00000158125	TRUE	Approved	1992-06-15	TRUE	XDH
Hyperuricemia	ENSG00000162711	FALSE	Phase II Clinical Trial	2010-01-19	FALSE	NLRP3
Hyperuricemia	ENSG00000163464	FALSE	Preclinical	2009-06-12	TRUE	CXCR1
Hyperuricemia	ENSG00000171132	FALSE	unknown	2002-11-15	TRUE	PRKCE
Hyperuricemia	ENSG00000180871	FALSE	Preclinical	2009-06-12	TRUE	CXCR2
Hyperuricemia	ENSG00000186297	FALSE	Phase II Clinical Trial	2004-02-20	TRUE	GABRA5
Hyperuricemia	ENSG00000197891	TRUE	Approved	1989-06-15	TRUE	SLC22A12
Hyperuricemia	ENSG00000198001	FALSE	Preclinical	2011-09-05	TRUE	IRAK4
Hyperuricemia	ENSG00000198805	FALSE	Preclinical	1989-07-15	TRUE	PNP
Hyperuricemia	ENSG00000249437	FALSE	Preclinical	2017-08-09	FALSE	NAIP
Hypoalbuminemia	ENSG00000163631	FALSE	Phase I Clinical Trial	NA	TRUE	ALB
Hypoalphalipoproteinemias	ENSG00000118137	FALSE	Phase III Clinical Trial	2007-03-03	FALSE	APOA1
Hypocalcemia	ENSG00000036828	FALSE	unknown	2004-03-26	TRUE	CASR
Hypocalcemia	ENSG00000160801	FALSE	Phase III Clinical Trial	1997-06-15	TRUE	PTH1R
Hypoglycemia	ENSG00000112164	FALSE	Phase II Clinical Trial	2015-03-12	FALSE	GLP1R
Hypoglycemia	ENSG00000115263	FALSE	Phase III Clinical Trial	2010-07-16	TRUE	GCG
Hypoglycemia	ENSG00000140443	FALSE	Phase I Clinical Trial	2017-02-09	FALSE	IGF1R
Hypoglycemia	ENSG00000169252	FALSE	Phase I Clinical Trial	2010-03-25	FALSE	ADRB2
Hypoglycemia	ENSG00000171105	FALSE	Phase II Clinical Trial	2012-12-13	FALSE	INSR
Hypoglycemia	ENSG00000176884	FALSE	Preclinical	1995-07-15	TRUE	GRIN1
Hypoglycemia	ENSG00000180616	FALSE	Preclinical	2016-10-03	FALSE	SSTR2
Hypoglycemia	ENSG00000215644	TRUE	Approved	1991-09-15	TRUE	GCGR
Hypogonadism	ENSG00000091831	FALSE	Phase III Clinical Trial	2000-02-09	TRUE	ESR1
Hypogonadism	ENSG00000116014	FALSE	unknown	2008-07-31	TRUE	KISS1R
Hypogonadism	ENSG00000137869	FALSE	Phase II Clinical Trial	2009-07-17	FALSE	CYP19A1
Hypogonadism	ENSG00000138039	TRUE	Approved	2017-01-06	FALSE	LHCGR
Hypogonadism	ENSG00000145545	FALSE	Phase II Clinical Trial	2006-05-30	TRUE	SRD5A1
Hypogonadism	ENSG00000147437	FALSE	Preclinical	2014-12-16	TRUE	GNRH1
Hypogonadism	ENSG00000169083	TRUE	Approved	1991-07-15	TRUE	AR
Hypogonadism	ENSG00000170820	TRUE	Approved	NA	FALSE	FSHR
Hypogonadism	ENSG00000277893	FALSE	Phase II Clinical Trial	2006-05-30	TRUE	SRD5A2
Hyponatremia	ENSG00000126895	TRUE	Approved	1992-04-15	TRUE	AVPR2
Hyponatremia	ENSG00000166148	TRUE	Approved	1996-05-15	TRUE	AVPR1A
Hypoparathyroidism	ENSG00000152266	FALSE	Phase II Clinical Trial	2003-10-01	TRUE	PTH
Hypoparathyroidism	ENSG00000160801	TRUE	Approved	1992-04-15	TRUE	PTH1R
Hypophosphatasia	ENSG00000162551	TRUE	Approved	2008-10-10	FALSE	ALPL
Hypophosphatasia	ENSG00000167941	FALSE	Phase II Clinical Trial	2011-08-12	FALSE	SOST
Hypophosphatemia	ENSG00000102174	FALSE	Preclinical	2005-08-17	TRUE	PHEX
Hypophosphatemia	ENSG00000111424	FALSE	unknown	NA	TRUE	VDR
Hypophosphatemia	ENSG00000118972	FALSE	Pre-registration	2009-01-30	FALSE	FGF23
Hypoprothrombinemias	ENSG00000180210	FALSE	Approved	2010-11-26	TRUE	F2
Hypotension	ENSG00000007171	FALSE	Preclinical	1992-09-15	TRUE	NOS2
Hypotension	ENSG00000012779	FALSE	Preclinical	1996-06-15	TRUE	ALOX5
Hypotension	ENSG00000043591	FALSE	Phase III Clinical Trial	2011-08-30	FALSE	ADRB1
Hypotension	ENSG00000069696	FALSE	Preclinical	1999-06-10	TRUE	DRD4
Hypotension	ENSG00000082175	FALSE	Phase I Clinical Trial	2002-03-22	TRUE	PGR
Hypotension	ENSG00000120907	TRUE	Approved	2011-08-30	TRUE	ADRA1A
Hypotension	ENSG00000126895	FALSE	Preclinical	NA	TRUE	AVPR2
Hypotension	ENSG00000135744	TRUE	Approved	2013-03-05	FALSE	AGT
Hypotension	ENSG00000148680	FALSE	Preclinical	1997-03-15	TRUE	HTR7
Hypotension	ENSG00000150594	FALSE	Phase III Clinical Trial	2001-07-25	TRUE	ADRA2A
Hypotension	ENSG00000163485	FALSE	Phase II Clinical Trial	2002-03-12	TRUE	ADORA1
Hypotension	ENSG00000166148	FALSE	Phase III Clinical Trial	2002-03-22	TRUE	AVPR1A
Hypotension	ENSG00000169403	FALSE	Preclinical	1989-07-15	TRUE	PTAFR
Hypotension	ENSG00000170214	TRUE	Approved	NA	TRUE	ADRA1B
Hypotension	ENSG00000170989	FALSE	Preclinical	2010-09-28	TRUE	S1PR1
Hypotension	ENSG00000171873	TRUE	Approved	NA	TRUE	ADRA1D
Hypotension	ENSG00000184160	FALSE	Phase II Clinical Trial	2001-07-25	TRUE	ADRA2C
Hypotension	ENSG00000185149	FALSE	Preclinical	NA	TRUE	NPY2R
Hypotension	ENSG00000196549	FALSE	Preclinical	1992-12-15	TRUE	MME
Hypotension	ENSG00000274286	FALSE	Phase II Clinical Trial	2001-07-25	TRUE	ADRA2B
Hypothermia	ENSG00000123213	FALSE	Preclinical	2010-04-06	TRUE	NLN
Hypothermia	ENSG00000135312	FALSE	Preclinical	1998-01-15	TRUE	HTR1B
Hypotrichosis	ENSG00000122420	TRUE	Approved	1991-07-15	FALSE	PTGFR
Ichthyosis	ENSG00000095596	FALSE	Phase III Clinical Trial	2002-09-06	TRUE	CYP26A1
Ichthyosis	ENSG00000111424	TRUE	Approved	NA	FALSE	VDR
Ichthyosis	ENSG00000172819	FALSE	Phase I Clinical Trial	2012-06-14	FALSE	RARG
Ichthyosis	ENSG00000186395	FALSE	Preclinical	2016-04-06	TRUE	KRT10
Idiopathic Pulmonary Fibrosis	ENSG00000007952	FALSE	Preclinical	NA	FALSE	NOX1
Idiopathic Pulmonary Fibrosis	ENSG00000026103	FALSE	Preclinical	2015-09-21	TRUE	FAS
Idiopathic Pulmonary Fibrosis	ENSG00000027697	FALSE	Phase II Clinical Trial	2001-09-06	TRUE	IFNGR1
Idiopathic Pulmonary Fibrosis	ENSG00000037280	TRUE	Approved	2001-10-30	FALSE	FLT4
Idiopathic Pulmonary Fibrosis	ENSG00000056736	FALSE	Preclinical	NA	FALSE	IL17RB
Idiopathic Pulmonary Fibrosis	ENSG00000064012	FALSE	unknown	1999-01-15	TRUE	CASP8
Idiopathic Pulmonary Fibrosis	ENSG00000065989	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	PDE4A
Idiopathic Pulmonary Fibrosis	ENSG00000067182	TRUE	Approved	2005-06-27	TRUE	TNFRSF1A
Idiopathic Pulmonary Fibrosis	ENSG00000072571	FALSE	Preclinical	2014-10-14	TRUE	HMMR
Idiopathic Pulmonary Fibrosis	ENSG00000080618	FALSE	unknown	2006-03-28	TRUE	CPB2
Idiopathic Pulmonary Fibrosis	ENSG00000086991	FALSE	Preclinical	NA	FALSE	NOX4
Idiopathic Pulmonary Fibrosis	ENSG00000091409	FALSE	Preclinical	2017-06-20	FALSE	ITGA6
Idiopathic Pulmonary Fibrosis	ENSG00000092969	FALSE	Phase II Clinical Trial	2002-12-31	TRUE	TGFB2
Idiopathic Pulmonary Fibrosis	ENSG00000100097	FALSE	Preclinical	NA	FALSE	LGALS1
Idiopathic Pulmonary Fibrosis	ENSG00000100453	FALSE	Preclinical	2013-03-13	TRUE	GZMB
Idiopathic Pulmonary Fibrosis	ENSG00000100644	FALSE	unknown	2009-02-18	TRUE	HIF1A
Idiopathic Pulmonary Fibrosis	ENSG00000102755	TRUE	Approved	2001-10-30	FALSE	FLT1
Idiopathic Pulmonary Fibrosis	ENSG00000104415	FALSE	Preclinical	NA	TRUE	WISP1
Idiopathic Pulmonary Fibrosis	ENSG00000104432	FALSE	Preclinical	2016-07-21	FALSE	IL7
Idiopathic Pulmonary Fibrosis	ENSG00000105329	FALSE	Approved	2002-12-31	TRUE	TGFB1
Idiopathic Pulmonary Fibrosis	ENSG00000105650	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	PDE4C
Idiopathic Pulmonary Fibrosis	ENSG00000105851	FALSE	Preclinical	2011-09-22	TRUE	PIK3CG
Idiopathic Pulmonary Fibrosis	ENSG00000106178	FALSE	Phase I Clinical Trial	NA	FALSE	CCL24
Idiopathic Pulmonary Fibrosis	ENSG00000106799	FALSE	Preclinical	2003-07-10	TRUE	TGFBR1
Idiopathic Pulmonary Fibrosis	ENSG00000106991	FALSE	Preclinical	2015-01-02	FALSE	ENG
Idiopathic Pulmonary Fibrosis	ENSG00000107643	FALSE	Phase II Clinical Trial	2013-01-15	FALSE	MAPK8
Idiopathic Pulmonary Fibrosis	ENSG00000108691	FALSE	Phase II Clinical Trial	NA	TRUE	CCL2
Idiopathic Pulmonary Fibrosis	ENSG00000109991	FALSE	Phase II Clinical Trial	2006-02-13	FALSE	P2RX3
Idiopathic Pulmonary Fibrosis	ENSG00000112033	FALSE	Preclinical	2013-03-19	FALSE	PPARD
Idiopathic Pulmonary Fibrosis	ENSG00000112062	TRUE	Approved	2005-06-27	FALSE	MAPK14
Idiopathic Pulmonary Fibrosis	ENSG00000113163	FALSE	Preclinical	2016-09-08	FALSE	COL4A3BP
Idiopathic Pulmonary Fibrosis	ENSG00000113448	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	PDE4D
Idiopathic Pulmonary Fibrosis	ENSG00000113520	FALSE	Phase II Clinical Trial	2011-04-28	TRUE	IL4
Idiopathic Pulmonary Fibrosis	ENSG00000113721	FALSE	Preclinical	2012-08-01	FALSE	PDGFRB
Idiopathic Pulmonary Fibrosis	ENSG00000114812	FALSE	Phase II Clinical Trial	2003-12-09	TRUE	VIPR1
Idiopathic Pulmonary Fibrosis	ENSG00000115221	FALSE	Phase II Clinical Trial	2003-06-09	FALSE	ITGB6
Idiopathic Pulmonary Fibrosis	ENSG00000115318	FALSE	Phase I Clinical Trial	2015-07-30	FALSE	LOXL3
Idiopathic Pulmonary Fibrosis	ENSG00000115353	FALSE	Preclinical	2003-08-19	TRUE	TACR1
Idiopathic Pulmonary Fibrosis	ENSG00000118523	FALSE	Phase II Clinical Trial	1999-09-14	TRUE	CTGF
Idiopathic Pulmonary Fibrosis	ENSG00000119699	FALSE	Phase II Clinical Trial	2002-12-31	TRUE	TGFB3
Idiopathic Pulmonary Fibrosis	ENSG00000121879	FALSE	Phase I Clinical Trial	2009-09-04	TRUE	PIK3CA
Idiopathic Pulmonary Fibrosis	ENSG00000121966	FALSE	Preclinical	2015-09-22	FALSE	CXCR4
Idiopathic Pulmonary Fibrosis	ENSG00000122194	FALSE	Preclinical	NA	FALSE	PLG
Idiopathic Pulmonary Fibrosis	ENSG00000128052	TRUE	Approved	2001-10-30	FALSE	KDR
Idiopathic Pulmonary Fibrosis	ENSG00000128602	FALSE	Phase II Clinical Trial	2004-07-21	FALSE	SMO
Idiopathic Pulmonary Fibrosis	ENSG00000131471	FALSE	Phase I Clinical Trial	2008-06-15	TRUE	AOC3
Idiopathic Pulmonary Fibrosis	ENSG00000131724	FALSE	unknown	1996-10-15	TRUE	IL13RA1
Idiopathic Pulmonary Fibrosis	ENSG00000131981	FALSE	Phase II Clinical Trial	2012-07-06	FALSE	LGALS3
Idiopathic Pulmonary Fibrosis	ENSG00000132170	FALSE	Preclinical	2013-03-19	FALSE	PPARG
Idiopathic Pulmonary Fibrosis	ENSG00000132703	FALSE	Phase II Clinical Trial	2009-07-24	FALSE	APCS
Idiopathic Pulmonary Fibrosis	ENSG00000134013	FALSE	Phase II Clinical Trial	2010-07-29	TRUE	LOXL2
Idiopathic Pulmonary Fibrosis	ENSG00000134216	FALSE	Phase I Clinical Trial	2014-12-23	FALSE	CHIA
Idiopathic Pulmonary Fibrosis	ENSG00000134318	FALSE	Phase II Clinical Trial	2005-05-24	FALSE	ROCK2
Idiopathic Pulmonary Fibrosis	ENSG00000134853	TRUE	Approved	2001-10-30	FALSE	PDGFRA
Idiopathic Pulmonary Fibrosis	ENSG00000135218	FALSE	Preclinical	2007-02-12	TRUE	CD36
Idiopathic Pulmonary Fibrosis	ENSG00000135744	FALSE	Phase I Clinical Trial	2012-09-27	FALSE	AGT
Idiopathic Pulmonary Fibrosis	ENSG00000135914	FALSE	Preclinical	2015-01-29	FALSE	HTR2B
Idiopathic Pulmonary Fibrosis	ENSG00000136160	FALSE	Phase III Clinical Trial	1994-10-15	TRUE	EDNRB
Idiopathic Pulmonary Fibrosis	ENSG00000136634	FALSE	unknown	2013-11-28	TRUE	IL10
Idiopathic Pulmonary Fibrosis	ENSG00000136869	FALSE	Preclinical	2011-11-27	TRUE	TLR4
Idiopathic Pulmonary Fibrosis	ENSG00000136960	FALSE	Phase II Clinical Trial	2013-04-01	FALSE	ENPP2
Idiopathic Pulmonary Fibrosis	ENSG00000138131	FALSE	Phase I Clinical Trial	2015-07-30	FALSE	LOXL4
Idiopathic Pulmonary Fibrosis	ENSG00000138448	FALSE	Phase II Clinical Trial	2003-06-09	TRUE	ITGAV
Idiopathic Pulmonary Fibrosis	ENSG00000138685	FALSE	Preclinical	2014-10-09	FALSE	FGF2
Idiopathic Pulmonary Fibrosis	ENSG00000140937	FALSE	unknown	NA	TRUE	CDH11
Idiopathic Pulmonary Fibrosis	ENSG00000143365	FALSE	Preclinical	2017-12-19	FALSE	RORC
Idiopathic Pulmonary Fibrosis	ENSG00000149021	FALSE	unknown	NA	TRUE	SCGB1A1
Idiopathic Pulmonary Fibrosis	ENSG00000150093	FALSE	Preclinical	2016-02-22	TRUE	ITGB1
Idiopathic Pulmonary Fibrosis	ENSG00000151617	FALSE	Phase III Clinical Trial	1994-10-15	TRUE	EDNRA
Idiopathic Pulmonary Fibrosis	ENSG00000154229	FALSE	Preclinical	1998-03-15	TRUE	PRKCA
Idiopathic Pulmonary Fibrosis	ENSG00000157404	FALSE	Preclinical	2008-11-07	TRUE	KIT
Idiopathic Pulmonary Fibrosis	ENSG00000159110	FALSE	Phase II Clinical Trial	2005-06-07	TRUE	IFNAR2
Idiopathic Pulmonary Fibrosis	ENSG00000159958	FALSE	Preclinical	2010-10-21	FALSE	TNFRSF13C
Idiopathic Pulmonary Fibrosis	ENSG00000160013	FALSE	Preclinical	2014-09-06	TRUE	PTGIR
Idiopathic Pulmonary Fibrosis	ENSG00000162889	FALSE	Phase I Clinical Trial	2011-07-12	FALSE	MAPKAPK2
Idiopathic Pulmonary Fibrosis	ENSG00000163106	FALSE	Phase I Clinical Trial	2014-08-23	FALSE	HPGDS
Idiopathic Pulmonary Fibrosis	ENSG00000163235	FALSE	unknown	NA	TRUE	TGFA
Idiopathic Pulmonary Fibrosis	ENSG00000163464	FALSE	Preclinical	1997-03-15	TRUE	CXCR1
Idiopathic Pulmonary Fibrosis	ENSG00000164362	FALSE	Preclinical	2010-05-18	TRUE	TERT
Idiopathic Pulmonary Fibrosis	ENSG00000165731	FALSE	Preclinical	2014-06-07	FALSE	RET
Idiopathic Pulmonary Fibrosis	ENSG00000167658	FALSE	unknown	1996-10-15	TRUE	EEF2
Idiopathic Pulmonary Fibrosis	ENSG00000168610	FALSE	unknown	2015-02-13	TRUE	STAT3
Idiopathic Pulmonary Fibrosis	ENSG00000168918	FALSE	Phase I Clinical Trial	2009-10-12	FALSE	INPP5D
Idiopathic Pulmonary Fibrosis	ENSG00000169194	FALSE	Phase II Clinical Trial	2003-05-20	TRUE	IL13
Idiopathic Pulmonary Fibrosis	ENSG00000169429	FALSE	unknown	NA	TRUE	CXCL8
Idiopathic Pulmonary Fibrosis	ENSG00000170027	FALSE	unknown	2006-08-09	TRUE	YWHAG
Idiopathic Pulmonary Fibrosis	ENSG00000170425	FALSE	Phase I Clinical Trial	2015-05-27	FALSE	ADORA2B
Idiopathic Pulmonary Fibrosis	ENSG00000170445	FALSE	unknown	NA	TRUE	HARS
Idiopathic Pulmonary Fibrosis	ENSG00000171608	FALSE	Preclinical	2011-09-22	TRUE	PIK3CD
Idiopathic Pulmonary Fibrosis	ENSG00000172572	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	PDE3A
Idiopathic Pulmonary Fibrosis	ENSG00000173198	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	CYSLTR1
Idiopathic Pulmonary Fibrosis	ENSG00000173250	FALSE	Preclinical	2012-05-29	FALSE	GPR151
Idiopathic Pulmonary Fibrosis	ENSG00000176601	FALSE	Preclinical	2017-05-04	FALSE	MAP3K19
Idiopathic Pulmonary Fibrosis	ENSG00000178726	FALSE	Phase III Clinical Trial	NA	FALSE	THBD
Idiopathic Pulmonary Fibrosis	ENSG00000180772	FALSE	Phase I Clinical Trial	2012-02-22	FALSE	AGTR2
Idiopathic Pulmonary Fibrosis	ENSG00000180871	FALSE	Preclinical	1997-03-15	TRUE	CXCR2
Idiopathic Pulmonary Fibrosis	ENSG00000184588	FALSE	Phase II Clinical Trial	2002-07-12	FALSE	PDE4B
Idiopathic Pulmonary Fibrosis	ENSG00000186951	FALSE	Preclinical	2013-03-19	FALSE	PPARA
Idiopathic Pulmonary Fibrosis	ENSG00000189403	FALSE	Preclinical	2014-10-08	FALSE	HMGB1
Idiopathic Pulmonary Fibrosis	ENSG00000197081	FALSE	Phase I Clinical Trial	2008-06-15	TRUE	IGF2R
Idiopathic Pulmonary Fibrosis	ENSG00000197894	FALSE	Preclinical	2015-07-28	TRUE	ADH5
Idiopathic Pulmonary Fibrosis	ENSG00000198121	FALSE	Phase II Clinical Trial	2009-06-17	TRUE	LPAR1
Idiopathic Pulmonary Fibrosis	ENSG00000198793	FALSE	Phase I Clinical Trial	2009-09-04	TRUE	MTOR
Idiopathic Pulmonary Fibrosis	ENSG00000254087	TRUE	Approved	2001-10-30	FALSE	LYN
IgA Deficiency	ENSG00000102524	FALSE	unknown	1999-07-14	TRUE	TNFSF13B
IgG Deficiency	ENSG00000081985	FALSE	unknown	2002-11-14	TRUE	IL12RB2
IgG Deficiency	ENSG00000096996	FALSE	unknown	2002-11-14	TRUE	IL12RB1
IgG Deficiency	ENSG00000102524	FALSE	unknown	1999-07-14	TRUE	TNFSF13B
IgG Deficiency	ENSG00000110944	FALSE	unknown	2002-11-14	TRUE	IL23A
Ileus	ENSG00000067182	FALSE	unknown	2007-11-12	TRUE	TNFRSF1A
Ileus	ENSG00000073756	FALSE	Preclinical	2016-10-03	TRUE	PTGS2
Ileus	ENSG00000075073	FALSE	Phase II Clinical Trial	1996-05-15	TRUE	TACR2
Ileus	ENSG00000082556	FALSE	unknown	1994-05-15	TRUE	OPRK1
Ileus	ENSG00000095303	FALSE	Preclinical	2016-10-03	TRUE	PTGS1
Ileus	ENSG00000102539	FALSE	Preclinical	2009-02-19	FALSE	MLNR
Ileus	ENSG00000104321	FALSE	Phase II Clinical Trial	2005-05-23	FALSE	TRPA1
Ileus	ENSG00000110148	FALSE	Preclinical	2004-06-01	TRUE	CCKBR
Ileus	ENSG00000112038	TRUE	Approved	1999-01-15	TRUE	OPRM1
Ileus	ENSG00000112062	FALSE	unknown	2007-11-12	TRUE	MAPK14
Ileus	ENSG00000114859	FALSE	Phase II Clinical Trial	2002-05-28	TRUE	CLCN2
Ileus	ENSG00000121853	FALSE	Preclinical	1998-10-15	TRUE	GHSR
Ileus	ENSG00000122585	FALSE	unknown	NA	TRUE	NPY
Ileus	ENSG00000129167	FALSE	unknown	2006-02-15	TRUE	TPH1
Ileus	ENSG00000164270	FALSE	Phase II Clinical Trial	1996-07-15	FALSE	HTR4
Immune System Diseases	ENSG00000005844	FALSE	Phase I Clinical Trial	1993-06-15	TRUE	ITGAL
Immune System Diseases	ENSG00000007171	FALSE	Preclinical	2005-06-01	TRUE	NOS2
Immune System Diseases	ENSG00000007312	FALSE	Preclinical	2009-06-03	TRUE	CD79B
Immune System Diseases	ENSG00000007908	FALSE	Preclinical	1999-08-26	TRUE	SELE
Immune System Diseases	ENSG00000010610	FALSE	Preclinical	1991-11-15	TRUE	CD4
Immune System Diseases	ENSG00000010671	FALSE	unknown	2011-04-07	TRUE	BTK
Immune System Diseases	ENSG00000010810	FALSE	Preclinical	NA	FALSE	FYN
Immune System Diseases	ENSG00000011677	FALSE	Preclinical	1990-09-15	TRUE	GABRA3
Immune System Diseases	ENSG00000012779	FALSE	Preclinical	1989-09-15	TRUE	ALOX5
Immune System Diseases	ENSG00000013725	FALSE	unknown	1991-08-15	TRUE	CD6
Immune System Diseases	ENSG00000022355	FALSE	Preclinical	1990-09-15	TRUE	GABRA1
Immune System Diseases	ENSG00000023445	FALSE	Preclinical	2002-07-03	TRUE	BIRC3
Immune System Diseases	ENSG00000026103	FALSE	Preclinical	1999-10-05	TRUE	FAS
Immune System Diseases	ENSG00000027697	FALSE	Preclinical	1990-07-15	TRUE	IFNGR1
Immune System Diseases	ENSG00000030110	FALSE	Preclinical	1997-07-15	TRUE	BAK1
Immune System Diseases	ENSG00000049249	FALSE	Preclinical	1999-09-16	TRUE	TNFRSF9
Immune System Diseases	ENSG00000053918	FALSE	Preclinical	2001-05-10	TRUE	KCNQ1
Immune System Diseases	ENSG00000055118	FALSE	Preclinical	2001-05-10	TRUE	KCNH2
Immune System Diseases	ENSG00000065675	FALSE	Preclinical	2007-01-05	TRUE	PRKCQ
Immune System Diseases	ENSG00000065989	FALSE	Phase I Clinical Trial	1994-10-15	TRUE	PDE4A
Immune System Diseases	ENSG00000067182	FALSE	Preclinical	2008-07-31	TRUE	TNFRSF1A
Immune System Diseases	ENSG00000068078	FALSE	Preclinical	NA	FALSE	FGFR3
Immune System Diseases	ENSG00000073536	FALSE	Preclinical	2005-08-16	TRUE	NLE1
Immune System Diseases	ENSG00000081237	FALSE	Preclinical	1990-06-15	TRUE	PTPRC
Immune System Diseases	ENSG00000081985	FALSE	Preclinical	2004-01-05	TRUE	IL12RB2
Immune System Diseases	ENSG00000083457	FALSE	Preclinical	2007-05-22	TRUE	ITGAE
Immune System Diseases	ENSG00000087085	FALSE	unknown	1990-02-15	TRUE	ACHE
Immune System Diseases	ENSG00000088832	FALSE	Preclinical	1996-03-15	TRUE	FKBP1A
Immune System Diseases	ENSG00000090339	FALSE	Phase I Clinical Trial	1993-06-15	TRUE	ICAM1
Immune System Diseases	ENSG00000090659	FALSE	Preclinical	2001-11-06	TRUE	CD209
Immune System Diseases	ENSG00000091831	FALSE	Preclinical	2008-07-18	TRUE	ESR1
Immune System Diseases	ENSG00000096968	FALSE	Preclinical	2013-09-23	TRUE	JAK2
Immune System Diseases	ENSG00000096996	FALSE	Preclinical	2004-01-05	TRUE	IL12RB1
Immune System Diseases	ENSG00000101017	FALSE	Preclinical	2002-09-12	TRUE	CD40
Immune System Diseases	ENSG00000101444	FALSE	unknown	NA	TRUE	AHCY
Immune System Diseases	ENSG00000101916	FALSE	Preclinical	2009-06-22	TRUE	TLR8
Immune System Diseases	ENSG00000101966	FALSE	Preclinical	2002-07-03	TRUE	XIAP
Immune System Diseases	ENSG00000102245	FALSE	Preclinical	2004-08-31	TRUE	CD40LG
Immune System Diseases	ENSG00000102524	FALSE	Preclinical	2004-02-04	TRUE	TNFSF13B
Immune System Diseases	ENSG00000102967	FALSE	Phase II Clinical Trial	1999-10-20	TRUE	DHODH
Immune System Diseases	ENSG00000104365	FALSE	Preclinical	2004-04-20	TRUE	IKBKB
Immune System Diseases	ENSG00000104938	FALSE	Preclinical	2001-11-06	TRUE	CLEC4M
Immune System Diseases	ENSG00000105397	FALSE	Phase I Clinical Trial	2015-03-19	FALSE	TYK2
Immune System Diseases	ENSG00000105639	FALSE	Preclinical	2008-12-12	TRUE	JAK3
Immune System Diseases	ENSG00000105650	FALSE	Phase I Clinical Trial	1994-10-15	TRUE	PDE4C
Immune System Diseases	ENSG00000105851	FALSE	Preclinical	2005-06-10	TRUE	PIK3CG
Immune System Diseases	ENSG00000106348	FALSE	Approved	2009-11-25	FALSE	IMPDH1
Immune System Diseases	ENSG00000106546	FALSE	Preclinical	2012-08-23	TRUE	AHR
Immune System Diseases	ENSG00000106804	FALSE	Preclinical	2004-04-26	TRUE	C5
Immune System Diseases	ENSG00000106952	FALSE	Preclinical	2001-05-30	TRUE	TNFSF8
Immune System Diseases	ENSG00000108691	FALSE	Preclinical	2007-07-06	TRUE	CCL2
Immune System Diseases	ENSG00000109320	FALSE	Preclinical	2008-02-12	TRUE	NFKB1
Immune System Diseases	ENSG00000109471	FALSE	Preclinical	1993-04-15	TRUE	IL2
Immune System Diseases	ENSG00000109610	FALSE	Preclinical	1999-01-15	TRUE	SOD3
Immune System Diseases	ENSG00000110330	FALSE	Preclinical	2002-07-03	TRUE	BIRC2
